epoch,Bayes,Dropout,Vanilla
159,98.13,98.52,98.38
160,98.16,98.52,98.38
161,98.11,98.52,98.38
162,98.07,98.52,98.38
163,98.02,98.52,98.38
164,98.07,98.52,98.38
165,98.07,98.52,98.38
166,98.03,98.52,98.38
167,98.1,98.52,98.38
168,98.08,98.52,98.38
169,98.0,98.52,98.38
170,98.1,98.52,98.38
171,98.07,98.52,98.38
172,98.05,98.52,98.38
173,98.09,98.52,98.38
174,98.14,98.52,98.38
175,98.12,98.52,98.38
176,98.03,98.52,98.38
177,98.08,98.52,98.38
178,98.06,98.52,98.38
179,98.13,98.52,98.38
180,98.12,98.52,98.38
181,98.1,98.52,98.38
182,98.04,98.52,98.38
183,98.09,98.52,98.38
184,98.06,98.52,98.38
185,98.06,98.52,98.38
186,97.99,98.52,98.38
187,98.04,98.52,98.38
188,98.07,98.52,98.38
189,98.13,98.52,98.38
190,98.09,98.52,98.38
191,98.23,98.52,98.38
192,98.17,98.52,98.38
193,98.03,98.52,98.38
194,98.07,98.52,98.38
195,98.13,98.52,98.38
196,98.18,98.52,98.38
197,98.11,98.52,98.38
198,98.13,98.52,98.38
199,98.08,98.52,98.38
200,98.08,98.52,98.38
201,98.08,98.52,98.38
202,98.15,98.52,98.38
203,98.07,98.52,98.38
204,98.19,98.52,98.38
205,98.14,98.52,98.38
206,98.0,98.52,98.38
207,98.11,98.52,98.38
208,98.11,98.52,98.38
209,98.11,98.52,98.38
210,98.03,98.52,98.38
211,98.09,98.52,98.38
212,98.0,98.52,98.38
213,98.03,98.52,98.38
214,98.08,98.52,98.38
215,98.11,98.52,98.38
216,98.17,98.52,98.38
217,98.3,98.52,98.38
218,98.09,98.52,98.38
219,98.14,98.52,98.38
220,98.1,98.52,98.38
221,98.13,98.52,98.38
222,98.1,98.52,98.38
223,98.14,98.52,98.38
224,98.05,98.52,98.38
225,98.1,98.52,98.38
226,98.15,98.52,98.38
227,98.09,98.52,98.38
228,98.1,98.52,98.38
229,98.16,98.52,98.38
230,98.12,98.52,98.38
231,98.07,98.52,98.38
232,98.11,98.52,98.38
233,98.08,98.52,98.38
234,98.07,98.52,98.38
235,98.12,98.52,98.38
236,98.02,98.52,98.38
237,98.04,98.52,98.38
238,98.15,98.52,98.38
239,98.09,98.52,98.38
240,98.1,98.52,98.38
241,98.15,98.52,98.38
242,98.05,98.52,98.38
243,98.14,98.52,98.38
244,98.15,98.52,98.38
245,98.15,98.52,98.38
246,98.15,98.52,98.38
247,98.14,98.52,98.38
248,98.08,98.52,98.38
249,98.1,98.52,98.38
250,98.07,98.52,98.38
251,98.16,98.52,98.38
252,98.03,98.52,98.38
253,98.08,98.52,98.38
254,98.13,98.52,98.38
255,98.0,98.52,98.38
256,98.12,98.52,98.38
257,98.07,98.52,98.38
258,98.03,98.52,98.38
259,98.08,98.52,98.38
260,98.06,98.52,98.38
261,98.11,98.52,98.38
262,98.05,98.52,98.38
263,98.27,98.52,98.38
264,98.09,98.52,98.38
265,98.02,98.52,98.38
266,98.06,98.52,98.38
267,98.06,98.52,98.38
268,98.13,98.52,98.38
269,98.08,98.52,98.38
270,98.05,98.52,98.38
271,98.06,98.52,98.38
272,98.15,98.52,98.38
273,98.1,98.52,98.38
274,98.12,98.52,98.38
275,98.15,98.52,98.38
276,97.98,98.52,98.38
277,98.1,98.52,98.38
278,98.13,98.52,98.38
279,98.09,98.52,98.38
280,98.09,98.52,98.38
281,98.08,98.52,98.38
282,98.08,98.52,98.38
283,98.12,98.52,98.38
284,98.12,98.52,98.38
285,98.08,98.52,98.38
286,97.98,98.52,98.38
287,98.05,98.52,98.38
288,98.0,98.52,98.38
289,98.11,98.52,98.38
290,98.02,98.52,98.38
291,98.07,98.52,98.38
292,98.13,98.52,98.38
293,98.07,98.52,98.38
294,98.07,98.52,98.38
295,98.11,98.52,98.38
296,98.08,98.52,98.38
297,98.1,98.52,98.38
298,98.03,98.52,98.38
299,98.15,98.52,98.38
300,98.05,98.52,98.38
