epoch,Bayes,Dropout,Vanilla
94,98.12,98.5,98.37
95,98.1,98.52,98.37
96,98.11,98.5,98.38
97,98.1,98.52,98.39
98,98.13,98.51,98.39
99,98.05,98.49,98.37
100,98.13,98.49,98.38
101,98.06,98.51,98.39
102,98.02,98.51,98.38
103,98.1,98.51,98.38
104,98.07,98.51,98.37
105,98.08,98.5,98.38
106,98.11,98.51,98.38
107,98.05,98.51,98.39
108,98.11,98.5,98.37
109,98.03,98.49,98.39
110,98.01,98.49,98.37
111,98.09,98.53,98.37
112,98.13,98.53,98.38
113,98.17,98.53,98.38
114,98.1,98.52,98.37
115,98.07,98.53,98.38
116,98.17,98.53,98.38
117,98.03,98.52,98.38
118,98.1,98.52,98.36
119,98.11,98.53,98.37
120,98.13,98.51,98.37
121,98.11,98.51,98.38
122,98.04,98.51,98.37
123,98.09,98.51,98.38
124,98.14,98.51,98.37
125,98.14,98.5,98.36
126,98.03,98.5,98.38
127,98.13,98.52,98.38
128,98.08,98.52,98.37
129,98.16,98.52,98.38
130,98.06,98.52,98.38
131,98.09,98.52,98.38
132,98.18,98.53,98.38
133,98.22,98.53,98.38
134,98.1,98.53,98.38
135,98.09,98.52,98.38
136,98.08,98.52,98.38
137,98.13,98.52,98.38
138,98.12,98.52,98.38
139,98.04,98.52,98.38
140,98.02,98.52,98.38
141,98.11,98.52,98.38
142,98.15,98.52,98.38
143,98.18,98.52,98.38
144,98.18,98.52,98.38
145,98.08,98.52,98.38
146,98.11,98.52,98.38
147,98.16,98.52,98.38
148,98.12,98.52,98.38
149,98.04,98.52,98.38
150,98.01,98.52,98.38
151,98.08,98.52,98.38
152,98.08,98.53,98.38
153,98.09,98.53,98.38
154,98.09,98.52,98.38
155,98.03,98.52,98.38
156,98.06,98.52,98.38
157,98.08,98.52,98.38
158,98.08,98.52,98.38
159,98.01,98.52,98.38
160,98.11,98.52,98.38
161,98.12,98.52,98.38
162,98.1,98.52,98.38
163,98.09,98.52,98.38
164,98.06,98.52,98.38
165,98.12,98.52,98.38
166,98.04,98.52,98.38
167,98.17,98.52,98.38
168,97.97,98.52,98.38
169,98.02,98.52,98.38
170,98.15,98.52,98.38
171,98.04,98.52,98.38
172,98.14,98.52,98.38
173,98.11,98.52,98.38
174,98.07,98.52,98.38
175,98.08,98.52,98.38
176,98.04,98.52,98.38
177,98.11,98.52,98.38
178,98.13,98.52,98.38
179,98.03,98.52,98.38
180,98.09,98.52,98.38
181,98.12,98.52,98.38
182,98.13,98.52,98.38
183,98.09,98.52,98.38
184,98.02,98.52,98.38
185,98.05,98.52,98.38
186,98.09,98.52,98.38
187,98.11,98.52,98.38
188,98.17,98.51,98.38
189,98.05,98.52,98.38
190,98.12,98.51,98.38
191,98.15,98.51,98.38
192,98.14,98.51,98.38
193,98.08,98.51,98.38
194,98.06,98.51,98.38
195,98.09,98.51,98.38
196,98.05,98.51,98.38
197,98.05,98.51,98.38
198,98.12,98.51,98.38
199,98.08,98.51,98.38
200,98.17,98.52,98.38
201,98.11,98.52,98.38
202,98.09,98.52,98.38
203,98.02,98.51,98.38
204,98.08,98.52,98.38
205,98.13,98.52,98.38
206,98.08,98.52,98.38
207,98.1,98.52,98.38
208,98.01,98.51,98.38
209,98.04,98.52,98.38
210,98.13,98.51,98.38
211,98.03,98.52,98.38
212,98.12,98.52,98.38
213,98.07,98.52,98.38
214,98.08,98.51,98.38
215,98.09,98.51,98.38
216,98.08,98.51,98.38
217,98.03,98.51,98.38
218,98.01,98.51,98.38
219,98.14,98.51,98.38
220,98.08,98.51,98.38
221,98.03,98.52,98.38
222,98.16,98.52,98.38
223,98.16,98.52,98.38
224,98.09,98.52,98.38
225,98.08,98.52,98.38
226,98.15,98.52,98.38
227,98.08,98.52,98.38
228,98.14,98.52,98.38
229,98.05,98.52,98.38
230,98.04,98.52,98.38
231,98.07,98.52,98.38
232,98.04,98.52,98.38
233,98.13,98.52,98.38
234,98.03,98.52,98.38
235,98.07,98.51,98.38
236,98.12,98.51,98.38
237,98.1,98.51,98.38
238,98.14,98.51,98.38
239,98.09,98.51,98.38
240,98.13,98.51,98.38
241,98.06,98.52,98.38
242,98.03,98.52,98.38
243,98.12,98.51,98.38
244,98.15,98.51,98.38
245,98.04,98.51,98.38
246,98.07,98.51,98.38
247,98.0,98.51,98.38
248,98.11,98.51,98.38
249,98.07,98.52,98.38
250,98.08,98.52,98.38
251,98.08,98.52,98.38
252,98.06,98.52,98.38
253,98.16,98.52,98.38
254,98.1,98.51,98.38
255,98.07,98.51,98.38
256,98.12,98.52,98.38
257,98.2,98.52,98.38
258,98.11,98.52,98.38
259,98.12,98.52,98.38
260,98.19,98.52,98.38
261,98.07,98.52,98.38
262,98.03,98.52,98.38
263,98.04,98.52,98.38
264,98.01,98.52,98.38
265,98.16,98.52,98.38
266,98.17,98.52,98.38
267,98.04,98.52,98.38
268,98.09,98.52,98.38
269,98.11,98.52,98.38
270,98.06,98.52,98.38
271,98.14,98.52,98.38
272,98.13,98.52,98.38
273,97.97,98.52,98.38
274,98.12,98.52,98.38
275,98.03,98.52,98.38
276,98.04,98.52,98.38
277,98.11,98.52,98.38
278,98.12,98.52,98.38
279,98.04,98.52,98.38
280,98.09,98.52,98.38
281,98.16,98.52,98.38
282,98.18,98.52,98.38
283,98.13,98.52,98.38
284,98.06,98.52,98.38
285,98.1,98.52,98.38
286,98.01,98.52,98.38
287,98.15,98.52,98.38
288,98.12,98.52,98.38
289,98.1,98.52,98.38
290,98.05,98.52,98.38
291,98.07,98.52,98.38
292,98.05,98.52,98.38
293,98.07,98.52,98.38
294,98.13,98.52,98.38
295,98.14,98.52,98.38
296,98.14,98.52,98.38
297,98.07,98.52,98.38
298,98.03,98.52,98.38
299,98.15,98.52,98.38
300,98.09,98.52,98.38
301,98.07,98.52,98.38
302,98.08,98.52,98.38
303,98.09,98.52,98.38
304,98.07,98.52,98.38
305,98.09,98.52,98.38
306,98.03,98.52,98.38
307,98.09,98.52,98.38
308,98.15,98.52,98.38
309,98.13,98.52,98.38
310,98.07,98.52,98.38
311,98.15,98.52,98.38
312,98.17,98.52,98.38
313,98.14,98.52,98.38
314,98.16,98.52,98.38
315,98.07,98.52,98.38
316,98.09,98.52,98.38
317,97.99,98.52,98.38
318,98.15,98.52,98.38
319,98.16,98.52,98.38
320,98.13,98.52,98.38
321,98.1,98.52,98.38
322,98.1,98.52,98.38
323,98.09,98.52,98.38
324,98.04,98.52,98.38
325,98.04,98.52,98.38
326,98.16,98.52,98.38
327,98.09,98.52,98.38
328,98.13,98.52,98.38
329,98.08,98.52,98.38
330,98.08,98.52,98.38
331,98.08,98.52,98.38
332,98.05,98.52,98.38
333,98.16,98.52,98.38
334,98.04,98.52,98.38
335,98.07,98.52,98.38
336,98.1,98.52,98.38
337,98.0,98.52,98.38
338,98.16,98.52,98.38
339,98.13,98.52,98.38
340,98.02,98.52,98.38
341,98.05,98.52,98.38
342,98.22,98.52,98.38
343,98.08,98.52,98.38
344,98.06,98.52,98.38
345,98.11,98.52,98.38
346,98.01,98.52,98.38
347,98.1,98.52,98.38
348,98.13,98.52,98.38
349,98.05,98.52,98.38
350,98.11,98.52,98.38
351,98.09,98.52,98.38
352,98.04,98.52,98.38
353,98.04,98.52,98.38
354,98.04,98.52,98.38
355,98.05,98.52,98.38
356,98.09,98.52,98.38
357,98.07,98.52,98.38
358,98.08,98.52,98.38
359,98.13,98.52,98.38
360,98.04,98.52,98.38
361,98.05,98.52,98.38
362,98.04,98.52,98.38
363,98.13,98.52,98.38
364,98.08,98.52,98.38
365,98.12,98.52,98.38
366,98.05,98.52,98.38
367,98.07,98.52,98.38
368,98.05,98.52,98.38
369,98.08,98.52,98.38
370,98.07,98.52,98.38
371,98.14,98.52,98.38
372,98.11,98.52,98.38
373,98.0,98.52,98.38
374,98.11,98.52,98.38
375,98.14,98.52,98.38
376,98.08,98.52,98.38
377,98.07,98.52,98.38
378,98.09,98.52,98.38
379,98.1,98.52,98.38
380,98.1,98.52,98.38
381,98.1,98.52,98.38
382,98.06,98.52,98.38
383,98.12,98.52,98.38
384,98.06,98.52,98.38
385,98.08,98.52,98.38
386,98.23,98.52,98.38
387,98.05,98.52,98.38
388,98.09,98.52,98.38
389,98.11,98.52,98.38
390,98.03,98.52,98.38
391,98.11,98.52,98.38
392,98.13,98.52,98.38
393,98.01,98.52,98.38
394,98.12,98.52,98.38
395,98.08,98.52,98.38
396,98.1,98.52,98.38
397,98.13,98.52,98.38
398,98.12,98.52,98.38
399,98.1,98.52,98.38
400,98.1,98.52,98.38
401,98.03,98.52,98.38
402,98.08,98.52,98.38
403,98.09,98.52,98.38
404,98.16,98.52,98.38
405,98.08,98.52,98.38
406,98.02,98.52,98.38
407,98.1,98.52,98.38
408,98.16,98.52,98.38
409,98.04,98.52,98.38
410,98.1,98.52,98.38
411,98.15,98.52,98.38
412,98.1,98.52,98.38
413,98.1,98.52,98.38
414,98.11,98.52,98.38
415,98.06,98.52,98.38
416,98.05,98.52,98.38
417,98.08,98.52,98.38
418,98.08,98.52,98.38
419,98.05,98.52,98.38
420,98.12,98.52,98.38
421,98.08,98.52,98.38
422,98.07,98.52,98.38
423,98.09,98.52,98.38
424,98.06,98.52,98.38
425,98.15,98.52,98.38
426,98.12,98.52,98.38
427,98.11,98.52,98.38
428,98.1,98.52,98.38
429,98.15,98.52,98.38
430,98.13,98.52,98.38
431,98.17,98.52,98.38
432,98.09,98.52,98.38
433,98.11,98.52,98.38
434,98.12,98.52,98.38
435,98.03,98.52,98.38
436,98.14,98.52,98.38
437,97.99,98.52,98.38
438,98.13,98.52,98.38
439,98.1,98.52,98.38
440,98.03,98.52,98.38
441,98.09,98.52,98.38
442,98.11,98.52,98.38
443,98.07,98.52,98.38
444,98.11,98.52,98.38
445,98.1,98.52,98.38
446,98.11,98.52,98.38
447,98.15,98.52,98.38
448,98.09,98.52,98.38
449,98.09,98.52,98.38
450,98.09,98.52,98.38
451,98.1,98.52,98.38
452,98.08,98.52,98.38
453,98.06,98.52,98.38
454,98.14,98.52,98.38
455,98.07,98.52,98.38
456,98.06,98.52,98.38
457,98.11,98.52,98.38
458,98.01,98.52,98.38
459,97.99,98.52,98.38
460,98.06,98.52,98.38
461,98.05,98.52,98.38
462,98.21,98.52,98.38
463,98.12,98.52,98.38
464,98.03,98.52,98.38
465,98.03,98.52,98.38
466,98.12,98.52,98.38
467,98.13,98.52,98.38
468,98.1,98.52,98.38
469,98.18,98.52,98.38
470,98.1,98.52,98.38
471,98.11,98.52,98.38
472,98.15,98.52,98.38
473,98.03,98.52,98.38
474,98.06,98.52,98.38
475,98.18,98.52,98.38
476,98.02,98.52,98.38
477,98.07,98.52,98.38
478,98.15,98.52,98.38
479,98.11,98.52,98.38
480,98.12,98.52,98.38
481,98.14,98.52,98.38
482,98.09,98.52,98.38
483,98.13,98.52,98.38
484,98.12,98.52,98.38
485,98.03,98.52,98.38
486,98.13,98.52,98.38
487,98.06,98.52,98.38
488,98.08,98.52,98.38
489,98.07,98.52,98.38
490,98.18,98.52,98.38
491,98.08,98.52,98.38
492,98.16,98.52,98.38
493,98.08,98.52,98.38
494,98.03,98.52,98.38
495,98.11,98.52,98.38
496,98.07,98.52,98.38
497,98.11,98.52,98.38
498,98.19,98.52,98.38
499,98.07,98.52,98.38
500,98.12,98.52,98.38
501,98.08,98.52,98.38
502,98.11,98.52,98.38
503,98.06,98.52,98.38
504,98.09,98.52,98.38
505,98.07,98.52,98.38
506,98.1,98.52,98.38
507,98.04,98.52,98.38
508,98.22,98.52,98.38
509,98.16,98.52,98.38
510,98.16,98.52,98.38
511,98.1,98.52,98.38
512,98.12,98.52,98.38
513,98.03,98.52,98.38
514,98.11,98.52,98.38
515,98.07,98.52,98.38
516,98.15,98.52,98.38
517,98.16,98.52,98.38
518,98.1,98.52,98.38
519,98.04,98.52,98.38
520,98.02,98.52,98.38
521,98.18,98.52,98.38
522,98.11,98.52,98.38
523,98.05,98.52,98.38
524,98.09,98.52,98.38
525,98.09,98.52,98.38
526,98.04,98.52,98.38
527,98.08,98.52,98.38
528,98.09,98.52,98.38
529,98.14,98.52,98.38
530,98.06,98.52,98.38
531,98.14,98.52,98.38
532,98.16,98.52,98.38
533,98.1,98.52,98.38
534,98.08,98.52,98.38
535,98.14,98.52,98.38
536,98.2,98.52,98.38
537,98.06,98.52,98.38
538,98.14,98.52,98.38
539,98.14,98.52,98.38
540,98.16,98.52,98.38
541,98.13,98.52,98.38
542,98.11,98.52,98.38
543,98.06,98.52,98.38
544,98.12,98.52,98.38
545,98.09,98.52,98.38
546,98.12,98.52,98.38
547,98.12,98.52,98.38
548,98.04,98.52,98.38
549,98.1,98.52,98.38
550,98.12,98.52,98.38
551,98.12,98.52,98.38
552,98.11,98.52,98.38
553,98.14,98.52,98.38
554,98.06,98.52,98.38
555,98.05,98.52,98.38
556,98.2,98.52,98.38
557,98.12,98.52,98.38
558,98.11,98.52,98.38
559,98.18,98.52,98.38
560,98.04,98.52,98.38
561,98.17,98.52,98.38
562,98.07,98.52,98.38
563,98.11,98.52,98.38
564,98.08,98.52,98.38
565,98.15,98.52,98.38
566,98.03,98.52,98.38
567,98.08,98.52,98.38
568,98.12,98.52,98.38
569,98.09,98.52,98.38
570,98.07,98.52,98.38
571,98.08,98.52,98.38
572,98.13,98.52,98.38
573,98.07,98.52,98.38
574,98.06,98.52,98.38
575,98.16,98.52,98.38
576,98.11,98.52,98.38
577,98.07,98.52,98.38
578,98.15,98.52,98.38
579,98.06,98.52,98.38
580,98.08,98.52,98.38
581,98.12,98.52,98.38
582,98.12,98.52,98.38
583,98.13,98.52,98.38
584,98.17,98.52,98.38
585,98.08,98.52,98.38
586,98.1,98.52,98.38
587,98.06,98.52,98.38
588,98.06,98.52,98.38
589,98.1,98.52,98.38
590,98.07,98.52,98.38
591,98.08,98.52,98.38
592,98.14,98.52,98.38
593,98.12,98.52,98.38
594,98.08,98.52,98.38
595,98.07,98.52,98.38
596,98.12,98.52,98.38
597,98.08,98.52,98.38
598,98.12,98.52,98.38
599,98.07,98.52,98.38
600,98.09,98.52,98.38
